3211	1	0.25
93655	1	0.25
158	1	0.25
3791	1	0.25
2131	1	0.25
9722	1	0.25
1499	1	0.25
1750	1	0.25
29123	1	0.25
4922	1	0.25
1959	1	0.25
387573	1	0.25
221035	1	0.25
4208	1	0.25
6323	1	0.25
3146	1	0.25
2550	1	0.25
26958	1	0.25
220296	1	0.25
361	1	0.25
5864	1	0.25
1509	1	0.25
79648	1	0.25
9370	1	0.25
6755	1	0.25
80258	1	0.25
221037	1	0.25
4232	1	0.25
1006	1	0.25
10458	1	0.25
7979	1	0.25
57526	1	0.25
1760	1	0.25
4152	1	0.25
129684	1	0.25
7157	1	0.25
26960	1	0.25
6328	1	0.25
207	1	0.25
2697	1	0.25
23705	1	0.25
476	1	0.25
6999	1	0.25
2321	1	0.25
2560	1	0.25
197320	1	0.25
4282	1	0.25
1141	1	0.25
793	1	0.25
6343	1	0.25
5175	1	0.25
2891	1	0.25
79083	1	0.25
9568	1	0.25
1719	1	0.25
192683	1	0.25
51111	1	0.25
79718	1	0.25
29072	1	0.25
22854	1	0.25
132	1	0.25
2334	1	0.25
84871	1	0.25
186	1	0.25
231	1	0.25
145645	1	0.25
205428	1	0.25
765	1	0.25
778	1	0.25
113201	1	0.25
64405	1	0.25
8218	1	0.25
29119	1	0.25
168400	1	0.25
1804	1	0.25
1806	1	0.25
26122	1	0.25
2103	1	0.25
254170	1	0.25
51725	1	0.25
55079	1	0.25
2272	1	0.25
2444	1	0.25
114805	1	0.25
54584	1	0.25
10082	1	0.25
2895	1	0.25
2969	1	0.25
64711	1	0.25
3382	1	0.25
7850	1	0.25
26280	1	0.25
3778	1	0.25
253980	1	0.25
202559	1	0.25
57691	1	0.25
145581	1	0.25
4036	1	0.25
55227	1	0.25
84445	1	0.25
1800	1	0.25
53615	1	0.25
8930	1	0.25
4481	1	0.25
4241	1	0.25
23026	1	0.25
56160	1	0.25
4753	1	0.25
9379	1	0.25
30010	1	0.25
284451	1	0.25
26188	1	0.25
5071	1	0.25
57575	1	0.25
5101	1	0.25
5350	1	0.25
23362	1	0.25
116442	1	0.25
6000	1	0.25
158800	1	0.25
6196	1	0.25
23314	1	0.25
6383	1	0.25
57282	1	0.25
54221	1	0.25
6660	1	0.25
6853	1	0.25
51760	1	0.25
9779	1	0.25
6907	1	0.25
22846	1	0.25
